14 16 29713 508 20
12 12 11.833135
25 65 21.420757
32 54 41.040846
42 97 24.670865
71 86 22.894402
83 71 28.800722
52 2 49.653820
63 71 17.672442
35 97 20.987746
54 84 37.069084
85 90 11.655718
20 37 40.255026
87 86 22.249506
18 36 16.569070
0 13 2.528220 43.375464
0 2 35.552239 51.916901
1 9 47.027741 35.563044
1 4 10.012952 58.171964
2 11 12.452825 28.840558
2 10 8.228774 101.529486
2 3 9.378566 86.821969
4 12 49.450274 25.989362
4 5 43.049892 36.424496
5 6 35.850023 107.219227
7 12 43.765432 38.332581
7 11 17.374577 70.880336
7 9 35.638491 19.428362
8 12 23.093592 57.874406
8 10 26.693168 76.633664
10 12 13.560977 8.019672
