13 17 47663 958 20
93 57 10.576409
41 71 13.812638
57 70 2.734553
91 58 24.630824
54 58 28.248781
38 57 32.845080
91 9 26.629650
79 51 39.530141
5 54 23.466236
16 79 13.424397
49 93 12.380296
37 14 0.820361
82 11 0.816947
0 12 32.404999 56.915717
0 5 4.236736 104.473952
0 3 48.129063 3.170307
0 2 22.688701 65.312757
0 1 1.325937 65.541683
1 10 1.287292 46.713707
1 3 9.879578 62.384428
3 7 25.586264 22.751500
3 6 1.324398 68.292328
4 9 33.498686 74.817784
4 7 10.793498 28.069040
5 7 36.904031 51.172224
6 12 1.277608 16.120032
7 10 0.847544 62.318961
8 9 11.190628 34.773768
9 10 23.826410 37.040233
11 12 46.640810 84.423049
