12 13 7865 1248 20
63 85 28.879075
89 66 35.890889
57 26 8.326306
63 41 38.141975
42 11 7.832186
72 60 49.825639
19 21 45.531388
67 52 18.994932
21 55 4.821540
12 47 7.804529
8 53 39.326716
52 75 37.963305
0 11 39.116428 17.497550
0 10 10.647169 79.057763
0 8 42.509356 65.404769
1 11 14.955882 57.160471
1 8 5.968932 111.178035
1 5 20.855973 28.731628
1 4 31.484076 125.448184
1 3 25.107113 50.401953
2 4 47.010692 25.604293
3 7 39.228972 20.671764
6 10 46.631706 56.104223
7 9 40.733767 85.459004
9 10 22.902335 13.911276
