13 17 22230 913 20
93 57 44.236925
41 71 17.645296
57 70 27.991807
91 58 25.465962
54 58 37.244947
38 57 27.101267
91 9 2.190937
79 51 19.545559
5 54 43.187062
16 79 31.395539
49 93 11.376227
37 14 6.808286
82 11 32.379044
0 12 29.040366 66.315302
0 5 28.866508 93.798045
0 3 47.678512 4.418348
0 2 45.004329 40.403871
0 1 32.272802 64.907189
1 10 15.659993 28.512685
1 3 14.590540 60.896537
3 7 19.698620 23.836033
3 6 6.424844 83.134783
4 9 2.476707 55.517262
4 7 39.401506 43.831674
5 7 11.517918 74.355383
6 12 9.267213 16.888812
7 10 22.987983 56.470803
8 9 11.513266 38.589686
9 10 40.748726 39.694722
11 12 40.637978 81.679175
