14 16 46485 936 20
12 12 15.043867
25 65 37.207376
32 54 28.071692
42 97 32.109067
71 86 33.126999
83 71 36.384880
52 2 2.576964
63 71 21.208695
35 97 30.807233
54 84 48.712691
85 90 39.542821
20 37 40.216108
87 86 41.115421
18 36 16.124123
0 13 31.339846 46.158735
0 2 18.790583 90.078014
1 9 1.514880 42.945492
1 4 10.332542 99.108031
2 11 12.351094 26.692725
2 10 48.073341 75.069085
2 3 2.199881 64.994215
4 12 9.965758 22.862191
4 5 36.488214 27.747771
5 6 0.296256 147.011102
7 12 30.300133 38.828727
7 11 21.174245 95.033523
7 9 17.488370 16.288522
8 12 41.051649 74.290831
8 10 11.002356 58.267237
10 12 0.997291 5.113957
