13 17 27588 453 20
93 57 24.557118
41 71 33.281832
57 70 40.986104
91 58 34.120474
54 58 16.417744
38 57 40.952431
91 9 26.281005
79 51 15.884241
5 54 30.040677
16 79 15.017647
49 93 34.084610
37 14 37.170589
82 11 0.802054
0 12 20.575123 56.063214
0 5 4.957443 59.457529
0 3 2.741418 3.565219
0 2 26.498010 53.646375
0 1 36.271555 98.133044
1 10 41.141848 39.963258
1 3 34.945023 79.195341
3 7 49.175888 14.406862
3 6 39.951540 69.579770
4 9 4.281597 64.024709
4 7 7.853480 42.025269
5 7 21.890075 58.590945
6 12 36.583581 15.513633
7 10 49.152132 53.607026
8 9 39.101341 38.603207
9 10 29.935472 71.660948
11 12 4.006485 53.828038
