12 13 10143 1632 20
63 85 24.102658
89 66 12.511530
57 26 39.286079
63 41 7.655001
42 11 29.494817
72 60 0.238231
19 21 9.218695
67 52 2.015740
21 55 3.562410
12 47 0.056250
8 53 12.010612
52 75 49.833404
0 11 45.720137 14.942293
0 10 22.646576 64.331541
0 8 9.501900 81.864604
1 11 42.538203 46.452924
1 8 9.621754 134.778715
1 5 20.395708 29.298514
1 4 43.507246 101.336176
1 3 28.411898 45.399582
2 4 18.254935 35.711861
3 7 8.276321 20.208545
6 10 25.612703 54.659268
7 9 10.261282 72.823525
9 10 25.150017 10.939377
