14 16 49594 859 20
12 12 27.046280
25 65 48.826935
32 54 15.091432
42 97 38.696055
71 86 38.238976
83 71 7.196912
52 2 32.801162
63 71 0.291477
35 97 1.583285
54 84 47.697140
85 90 14.747284
20 37 20.558398
87 86 5.146074
18 36 41.935620
0 13 31.022523 35.118026
0 2 12.305865 50.561385
1 9 49.768679 67.567873
1 4 46.833555 92.320241
2 11 6.332646 23.852735
2 10 22.688728 81.917073
2 3 11.537791 87.669222
4 12 20.896462 22.317840
4 5 46.789531 32.163396
5 6 48.809407 105.482997
7 12 7.962373 48.388164
7 11 18.286748 61.402954
7 9 7.589604 18.421485
8 12 23.001134 70.141836
8 10 21.129962 78.910136
10 12 49.126105 5.808120
