12 13 27238 411 20
63 85 10.554032
89 66 33.456388
57 26 17.380867
63 41 30.214166
42 11 30.099916
72 60 9.879909
19 21 12.596695
67 52 34.948444
21 55 26.197722
12 47 28.972215
8 53 22.759608
52 75 38.758475
0 11 17.150006 28.056847
0 10 2.270248 103.207448
0 8 4.108815 52.459797
1 11 17.336046 40.558904
1 8 20.648430 81.916029
1 5 17.683814 30.838576
1 4 9.797956 123.394754
1 3 8.474050 52.535150
2 4 38.249674 35.544679
3 7 44.333643 23.120917
6 10 16.148528 48.527578
7 9 1.805978 82.340747
9 10 37.144505 10.964977
