12 13 12813 378 20
63 85 26.760223
89 66 26.219640
57 26 46.932518
63 41 0.563083
42 11 12.945128
72 60 23.344785
19 21 18.824092
67 52 31.395210
21 55 14.099387
12 47 32.846639
8 53 9.723257
52 75 41.032198
0 11 18.696135 19.308418
0 10 30.499701 101.272748
0 8 29.843450 64.170668
1 11 11.923554 72.653356
1 8 26.628230 74.408934
1 5 45.653966 19.450752
1 4 38.975166 77.316868
1 3 6.400049 36.478124
2 4 2.907186 31.678585
3 7 1.427364 23.067423
6 10 45.471667 53.549631
7 9 42.071954 57.425326
9 10 20.814540 9.924850
