12 13 95 3143 20
63 85 20.808684
89 66 38.391224
57 26 38.313018
63 41 28.166024
42 11 49.545662
72 60 29.603970
19 21 7.112390
67 52 7.566014
21 55 3.304341
12 47 8.237957
8 53 25.826197
52 75 13.191956
0 11 17.960594 20.353597
0 10 25.047369 73.055576
0 8 41.892418 85.938822
1 11 25.071696 53.138657
1 8 22.999722 130.361444
1 5 9.130039 33.017513
1 4 7.924631 99.964709
1 3 10.111128 45.484446
2 4 21.388022 39.945550
3 7 14.961249 14.318689
6 10 49.479426 40.456022
7 9 9.324909 102.862435
9 10 0.239663 11.405570
