14 16 5683 519 20
12 12 37.823535
25 65 39.924008
32 54 40.785214
42 97 22.934622
71 86 9.377235
83 71 42.593099
52 2 37.388833
63 71 4.683550
35 97 11.112249
54 84 31.659617
85 90 15.222135
20 37 11.831040
87 86 48.533356
18 36 7.478464
0 13 13.404892 44.063805
0 2 47.483546 87.748817
1 9 49.994447 61.196582
1 4 34.687001 97.144564
2 11 48.568550 34.168731
2 10 45.381411 120.952888
2 3 21.801240 73.026056
4 12 19.453632 20.080517
4 5 0.575151 21.783985
5 6 47.486663 89.831128
7 12 18.754874 41.609389
7 11 10.898606 98.759632
7 9 1.192010 23.223269
8 12 38.660560 98.390741
8 10 41.091579 63.637680
10 12 2.081738 8.598936
