13 17 20648 638 20
93 57 21.260981
41 71 31.993054
57 70 47.714108
91 58 16.882460
54 58 6.090824
38 57 0.013213
91 9 16.242807
79 51 2.074720
5 54 35.626679
16 79 34.129564
49 93 7.172688
37 14 1.185467
82 11 24.528583
0 12 18.526430 63.967959
0 5 28.781216 94.344761
0 3 8.480086 2.862052
0 2 44.760310 48.581561
0 1 49.521525 83.876115
1 10 49.343438 25.354950
1 3 40.011072 71.694245
3 7 39.999368 21.267940
3 6 6.345561 81.676496
4 9 15.336417 53.194305
4 7 28.142809 28.069413
5 7 4.072883 59.194181
6 12 23.501961 17.403848
7 10 28.515180 92.594977
8 9 40.885029 44.069335
9 10 48.298440 38.029086
11 12 38.811728 53.589004
