12 13 24946 371 20
63 85 16.004978
89 66 35.675349
57 26 37.533377
63 41 35.294649
42 11 2.857355
72 60 0.296777
19 21 17.096299
67 52 30.583907
21 55 17.741039
12 47 34.737194
8 53 30.638602
52 75 34.257070
0 11 21.733032 26.357262
0 10 23.825896 104.991288
0 8 39.705287 87.764072
1 11 23.539003 56.110618
1 8 49.979455 103.915375
1 5 49.522340 33.078803
1 4 5.834493 123.517752
1 3 18.736324 67.838667
2 4 12.712806 23.594279
3 7 21.617226 14.343762
6 10 48.806891 66.584870
7 9 1.245510 62.861221
9 10 24.008175 14.292934
