14 16 16650 275 20
12 12 43.967856
25 65 46.015305
32 54 7.199475
42 97 20.115432
71 86 36.213597
83 71 14.142552
52 2 37.797133
63 71 24.042330
35 97 1.727052
54 84 7.974670
85 90 0.719203
20 37 13.005854
87 86 32.036940
18 36 31.031922
0 13 8.705010 36.132430
0 2 45.890468 60.760648
1 9 38.703265 59.319687
1 4 40.843749 52.886526
2 11 43.974834 25.244349
2 10 6.086483 103.990918
2 3 38.294913 51.757819
4 12 5.856739 24.438230
4 5 20.337325 33.291422
5 6 43.853585 78.476077
7 12 38.085641 51.199776
7 11 28.249891 63.584506
7 9 9.723189 19.646589
8 12 12.847174 91.657965
8 10 18.261500 73.438329
10 12 45.757389 8.396802
