12 13 855 343 20
63 85 8.961656
89 66 47.234519
57 26 12.291389
63 41 7.170667
42 11 4.696698
72 60 5.028894
19 21 48.004022
67 52 5.788036
21 55 38.790360
12 47 33.344507
8 53 26.946029
52 75 27.797231
0 11 12.958444 28.210323
0 10 16.721375 114.111798
0 8 9.381252 98.972412
1 11 40.215992 74.746918
1 8 27.988800 121.143643
1 5 5.628795 25.802580
1 4 30.845334 104.958164
1 3 39.657484 53.582108
2 4 4.209843 38.786059
3 7 0.381275 19.620776
6 10 46.107190 34.815331
7 9 6.141060 63.568198
9 10 5.555964 7.374951
