13 17 30683 896 20
93 57 22.802795
41 71 16.901464
57 70 9.058983
91 58 3.429665
54 58 12.492208
38 57 41.624101
91 9 44.325179
79 51 3.937373
5 54 5.809208
16 79 25.313012
49 93 36.701642
37 14 41.209777
82 11 13.648619
0 12 26.667761 68.154980
0 5 42.563688 101.509477
0 3 8.360760 3.012729
0 2 18.615995 65.083596
0 1 44.531820 55.991222
1 10 38.554166 35.351150
1 3 16.742273 100.971620
3 7 45.004778 24.945205
3 6 10.890979 70.876273
4 9 39.224191 58.879467
4 7 21.237237 36.320133
5 7 11.574063 42.859137
6 12 5.653772 12.089112
7 10 40.875429 69.558338
8 9 8.593048 50.450070
9 10 14.405518 39.090358
11 12 46.805391 76.905061
