14 16 27633 393 20
12 12 10.520590
25 65 45.935337
32 54 2.605736
42 97 15.347499
71 86 14.345477
83 71 4.357966
52 2 43.434717
63 71 39.520091
35 97 47.741450
54 84 21.015248
85 90 17.220883
20 37 45.677993
87 86 22.975568
18 36 25.387758
0 13 6.990107 46.866888
0 2 27.001650 56.494684
1 9 9.356486 43.457566
1 4 11.534207 100.425029
2 11 2.749269 31.956724
2 10 22.769739 78.142821
2 3 11.075344 46.110837
4 12 2.230460 21.213029
4 5 26.811306 20.124856
5 6 4.988645 148.512880
7 12 12.511274 52.165466
7 11 35.593522 65.065109
7 9 7.088061 16.453762
8 12 19.252248 60.175949
8 10 29.584339 53.280652
10 12 47.490138 8.464859
