14 16 37609 2984 20
12 12 21.965777
25 65 19.342164
32 54 43.455712
42 97 4.639004
71 86 40.656237
83 71 0.386843
52 2 8.854376
63 71 29.724456
35 97 6.850191
54 84 43.437199
85 90 24.920322
20 37 1.403351
87 86 44.718280
18 36 31.963136
0 13 7.961991 38.953568
0 2 43.064261 52.351200
1 9 48.048244 60.016171
1 4 2.215223 60.453064
2 11 47.508393 40.201188
2 10 43.536150 83.429075
2 3 41.890592 48.924078
4 12 36.697906 25.512451
4 5 1.692188 35.804591
5 6 36.651339 84.781792
7 12 46.696307 31.885644
7 11 15.185568 95.424973
7 9 43.888373 24.166367
8 12 1.341084 62.316855
8 10 3.341046 96.221052
10 12 24.021958 7.450956
