12 13 5357 1873 20
63 85 48.851549
89 66 37.406519
57 26 32.888055
63 41 15.501514
42 11 24.491430
72 60 46.723872
19 21 42.380035
67 52 14.660210
21 55 21.146523
12 47 0.355858
8 53 21.303722
52 75 21.730960
0 11 10.946402 28.869855
0 10 22.948567 112.958095
0 8 21.532559 73.693793
1 11 8.936572 71.712088
1 8 48.354880 132.662350
1 5 33.022117 35.031604
1 4 28.613272 105.181803
1 3 14.876406 56.360273
2 4 31.565498 31.323057
3 7 22.680703 16.530560
6 10 3.503105 46.677294
7 9 43.463448 97.400442
9 10 30.562252 7.243838
