12 13 11336 2161 20
63 85 14.113277
89 66 4.617539
57 26 21.597113
63 41 3.758495
42 11 19.861398
72 60 4.222884
19 21 47.209691
67 52 15.300600
21 55 40.165200
12 47 43.768452
8 53 15.712671
52 75 46.043797
0 11 24.833583 23.069453
0 10 31.578128 118.518336
0 8 40.319979 71.322698
1 11 20.436957 71.479096
1 8 41.436234 94.448934
1 5 46.591891 24.909569
1 4 12.686568 117.906867
1 3 49.499072 57.127762
2 4 33.996829 35.023965
3 7 46.665555 12.502639
6 10 25.005740 59.970392
7 9 8.475767 55.695184
9 10 47.633741 11.426515
