13 17 22246 274 20
93 57 17.820319
41 71 37.967613
57 70 48.394900
91 58 1.124596
54 58 32.644866
38 57 4.848798
91 9 48.364418
79 51 29.798827
5 54 45.719345
16 79 35.005746
49 93 16.674441
37 14 48.107811
82 11 13.239517
0 12 5.201256 59.421284
0 5 29.603536 70.907399
0 3 21.050054 3.300793
0 2 32.968311 66.705099
0 1 14.288758 73.536379
1 10 3.820063 38.147748
1 3 14.346018 65.957138
3 7 18.049464 24.435313
3 6 36.310462 90.618432
4 9 30.435401 74.563458
4 7 36.994380 43.981582
5 7 39.554159 52.276760
6 12 42.879094 15.739385
7 10 20.364543 88.026051
8 9 33.381316 32.531715
9 10 22.370803 59.938922
11 12 48.065332 79.901283
