14 16 45694 262 20
12 12 45.887202
25 65 26.087303
32 54 2.176202
42 97 25.455669
71 86 30.917519
83 71 45.310352
52 2 27.764961
63 71 32.950437
35 97 35.290961
54 84 2.708401
85 90 47.327205
20 37 14.123334
87 86 45.294799
18 36 44.576497
0 13 33.029355 33.558222
0 2 12.326414 79.595294
1 9 45.354417 54.438586
1 4 19.026487 60.747358
2 11 22.047795 35.708994
2 10 22.932744 114.246448
2 3 22.812020 69.559677
4 12 22.259031 29.862645
4 5 39.207968 27.657015
5 6 24.164536 148.786010
7 12 29.263852 36.602132
7 11 42.428598 76.169322
7 9 4.765848 19.673886
8 12 9.541494 101.132017
8 10 40.431798 69.561020
10 12 36.714719 4.840460
