14 16 141 1125 20
12 12 12.624433
25 65 3.769949
32 54 49.370196
42 97 44.926981
71 86 24.500389
83 71 27.816459
52 2 35.603307
63 71 11.620419
35 97 45.775554
54 84 6.409430
85 90 34.130991
20 37 42.748509
87 86 2.101091
18 36 2.607163
0 13 36.521591 33.331048
0 2 31.311593 79.592409
1 9 45.607625 57.985608
1 4 28.533228 68.421458
2 11 19.244906 25.135882
2 10 0.659531 71.560685
2 3 29.245728 77.926711
4 12 43.757099 27.959568
4 5 49.998082 36.423050
5 6 44.175609 147.546529
7 12 22.027436 53.731275
7 11 30.528371 78.929051
7 9 17.767622 26.451774
8 12 17.778847 92.416150
8 10 39.038892 61.106310
10 12 27.882519 6.295516
