14 16 47433 320 20
12 12 44.358175
25 65 20.915231
32 54 15.222450
42 97 16.219559
71 86 15.763416
83 71 1.541137
52 2 43.016563
63 71 23.946449
35 97 44.284033
54 84 18.348375
85 90 11.321412
20 37 2.286012
87 86 6.327922
18 36 8.570350
0 13 12.305169 42.644809
0 2 13.861202 76.928802
1 9 39.348232 63.143087
1 4 38.063861 64.797283
2 11 32.565968 24.663008
2 10 11.313596 98.790136
2 3 45.698247 51.783040
4 12 47.760402 17.536984
4 5 49.161251 35.035911
5 6 6.417282 103.897858
7 12 34.439050 37.008079
7 11 8.397373 63.543154
7 9 2.242452 18.463116
8 12 19.706910 81.581849
8 10 33.073670 55.060249
10 12 40.719176 7.001331
