13 17 24418 879 20
93 57 1.047586
41 71 22.103516
57 70 6.424615
91 58 8.980757
54 58 22.119860
38 57 24.326727
91 9 41.042626
79 51 18.932507
5 54 7.516531
16 79 5.110113
49 93 19.098242
37 14 41.134065
82 11 43.135541
0 12 35.615079 94.447547
0 5 30.905007 105.523153
0 3 35.925300 2.511211
0 2 13.418029 65.951604
0 1 45.224869 102.200965
1 10 46.000135 39.540557
1 3 31.259648 53.513240
3 7 11.047139 21.810399
3 6 0.098636 59.410889
4 9 32.726872 53.918820
4 7 21.075482 29.348579
5 7 30.849978 45.453350
6 12 23.779239 11.454013
7 10 17.228222 91.218895
8 9 29.500574 50.735254
9 10 42.722796 43.277071
11 12 6.293901 58.734175
