13 17 42977 1219 20
93 57 9.551824
41 71 3.421439
57 70 45.988985
91 58 32.374482
54 58 30.377884
38 57 7.892504
91 9 11.598925
79 51 0.658822
5 54 3.016281
16 79 23.913500
49 93 34.721780
37 14 47.166517
82 11 18.733090
0 12 17.716607 75.760805
0 5 32.064256 56.093653
0 3 14.307141 2.953332
0 2 29.636492 66.598536
0 1 29.145530 75.693333
1 10 45.209943 45.064713
1 3 2.507899 100.341129
3 7 3.699456 20.707366
3 6 38.254125 86.415118
4 9 41.600131 54.923093
4 7 45.625761 43.741567
5 7 42.135614 59.650626
6 12 22.636837 10.551711
7 10 31.138187 98.223306
8 9 42.318412 31.332719
9 10 37.449225 71.601507
11 12 0.865507 54.151454
