13 17 39907 858 20
93 57 32.960140
41 71 21.452843
57 70 15.174564
91 58 14.342124
54 58 40.885534
38 57 9.581502
91 9 35.986959
79 51 41.055743
5 54 17.783542
16 79 12.872599
49 93 34.617024
37 14 17.149072
82 11 36.749370
0 12 23.410596 70.626379
0 5 36.020227 61.161482
0 3 29.683162 4.297106
0 2 37.074522 43.178272
0 1 14.373102 103.034670
1 10 15.251350 44.808997
1 3 31.215413 75.517890
3 7 25.032261 18.713080
3 6 39.573952 68.355419
4 9 41.203271 50.356642
4 7 22.334524 28.427083
5 7 14.330019 68.029781
6 12 23.144547 10.753950
7 10 21.194082 84.764107
8 9 49.262633 31.552836
9 10 32.424316 41.541859
11 12 13.544799 65.551091
