13 17 30106 475 20
93 57 14.515911
41 71 24.384194
57 70 34.533431
91 58 21.931199
54 58 16.172042
38 57 35.428169
91 9 42.689791
79 51 5.582291
5 54 44.553905
16 79 29.619463
49 93 32.203938
37 14 33.300545
82 11 12.138915
0 12 12.372205 53.730972
0 5 16.162267 80.591373
0 3 2.786537 2.764922
0 2 45.444724 62.619476
0 1 24.395720 82.176628
1 10 36.254327 41.295230
1 3 7.511021 76.406306
3 7 47.723733 27.397661
3 6 35.613093 84.522608
4 9 10.631753 54.044658
4 7 34.170843 36.422194
5 7 5.574693 63.649914
6 12 32.386086 14.172401
7 10 6.480097 51.746701
8 9 33.429142 35.282947
9 10 21.391773 49.195572
11 12 41.883896 86.412603
