14 16 23456 417 20
12 12 18.933365
25 65 3.800584
32 54 27.208610
42 97 20.724201
71 86 27.576123
83 71 25.569491
52 2 13.593808
63 71 49.892720
35 97 46.875149
54 84 37.414839
85 90 13.147511
20 37 11.717984
87 86 32.495867
18 36 35.830915
0 13 38.895896 27.978501
0 2 13.570668 80.761468
1 9 14.959056 69.069571
1 4 38.056699 79.155506
2 11 45.336028 22.916755
2 10 8.683402 100.071452
2 3 13.024539 69.375571
4 12 37.326774 23.253604
4 5 41.600879 20.366553
5 6 30.220629 137.864580
7 12 18.703481 35.278417
7 11 25.918887 61.165923
7 9 2.665269 21.692023
8 12 31.743712 67.324674
8 10 45.829593 65.011147
10 12 20.931447 6.044058
