14 16 15339 559 20
12 12 18.522975
25 65 17.733334
32 54 47.789463
42 97 47.985154
71 86 29.660913
83 71 49.137730
52 2 21.089748
63 71 19.186976
35 97 44.404233
54 84 19.951766
85 90 45.454181
20 37 9.706147
87 86 0.185636
18 36 47.680625
0 13 48.826222 43.906265
0 2 39.092272 55.190048
1 9 22.070130 53.856524
1 4 40.590051 77.230393
2 11 16.101523 36.460526
2 10 9.962903 92.201776
2 3 39.063775 87.947292
4 12 14.937908 28.302864
4 5 6.969426 27.726720
5 6 19.959232 125.071507
7 12 12.332154 31.106428
7 11 26.044328 75.754980
7 9 13.501195 25.778613
8 12 26.973312 102.045247
8 10 46.181730 73.921293
10 12 11.947620 6.677251
