13 17 44662 378 20
93 57 27.755897
41 71 23.966168
57 70 33.940258
91 58 13.527825
54 58 1.538020
38 57 25.079556
91 9 45.088421
79 51 26.944293
5 54 46.827667
16 79 3.444093
49 93 25.667286
37 14 40.381136
82 11 2.420352
0 12 35.444800 78.613235
0 5 1.134609 105.913291
0 3 34.862715 4.444385
0 2 35.212373 60.815557
0 1 28.626549 76.577068
1 10 42.895218 34.518053
1 3 41.036606 90.308364
3 7 7.590305 19.383640
3 6 11.887330 75.936405
4 9 1.452296 74.108815
4 7 48.874026 49.756577
5 7 20.907144 43.914875
6 12 29.934609 17.325819
7 10 47.406541 69.921225
8 9 8.115947 30.373092
9 10 38.707952 71.569686
11 12 46.111702 84.391586
