12 13 26885 373 20
63 85 3.005434
89 66 22.964825
57 26 3.994157
63 41 12.284459
42 11 6.146121
72 60 4.126468
19 21 28.825641
67 52 43.977168
21 55 38.787903
12 47 30.032974
8 53 19.526528
52 75 15.505501
0 11 36.938079 22.680813
0 10 7.734124 116.758045
0 8 25.028928 87.920896
1 11 8.233339 38.196009
1 8 37.862324 74.615510
1 5 8.535322 28.855409
1 4 47.648718 81.890023
1 3 30.323644 48.389466
2 4 40.123648 40.162942
3 7 47.670397 17.022078
6 10 26.708872 42.695564
7 9 19.234594 66.222302
9 10 38.780496 11.658238
