14 16 46124 1938 20
12 12 12.866549
25 65 45.121404
32 54 13.209458
42 97 38.503167
71 86 47.791076
83 71 46.782209
52 2 46.267295
63 71 0.767235
35 97 47.774870
54 84 11.122725
85 90 1.308295
20 37 16.106700
87 86 44.418522
18 36 26.578203
0 13 37.128794 29.972905
0 2 43.898447 81.563098
1 9 8.332535 51.290547
1 4 15.137558 87.386320
2 11 3.694641 36.935743
2 10 33.503823 92.594936
2 3 37.274775 46.225483
4 12 4.247219 28.576374
4 5 2.167719 35.551128
5 6 5.745348 150.332609
7 12 47.159699 51.323245
7 11 36.938181 57.588986
7 9 0.302427 30.967216
8 12 49.235229 104.240172
8 10 42.479427 67.056778
10 12 26.988270 6.780960
