13 17 16345 735 20
93 57 30.659217
41 71 32.455679
57 70 0.652784
91 58 15.321051
54 58 25.543505
38 57 1.029701
91 9 32.674360
79 51 7.051745
5 54 29.174055
16 79 13.534402
49 93 46.494486
37 14 34.768543
82 11 15.578070
0 12 44.558228 67.337063
0 5 28.938145 75.145126
0 3 39.570187 3.858743
0 2 13.130434 70.279198
0 1 47.204170 74.935146
1 10 24.356353 45.494442
1 3 15.035577 79.762269
3 7 24.376160 25.266928
3 6 17.107618 71.605710
4 9 5.522731 47.788964
4 7 20.356428 35.183247
5 7 18.790103 67.182344
6 12 38.117981 9.778394
7 10 16.565189 101.126347
8 9 32.732701 46.220407
9 10 5.797908 58.891618
11 12 0.457010 69.716247
