12 13 49186 251 20
63 85 2.030869
89 66 35.380839
57 26 24.372201
63 41 36.861150
42 11 18.247784
72 60 26.724641
19 21 43.403790
67 52 37.810192
21 55 27.840921
12 47 42.436450
8 53 29.793206
52 75 4.215227
0 11 17.908872 28.654670
0 10 1.890555 106.826005
0 8 3.107132 79.609259
1 11 34.642140 38.569794
1 8 5.774072 124.631138
1 5 46.722787 18.283556
1 4 26.101217 137.991894
1 3 22.877806 61.253000
2 4 43.752279 23.223840
3 7 6.769986 17.030076
6 10 47.121081 53.553890
7 9 47.380903 103.418970
9 10 37.034926 10.650181
