12 13 300 1082 20
63 85 1.207992
89 66 24.934293
57 26 4.689025
63 41 8.652075
42 11 12.408089
72 60 17.295071
19 21 28.095258
67 52 11.607402
21 55 22.905697
12 47 48.266207
8 53 0.586557
52 75 35.231438
0 11 41.917150 20.059201
0 10 11.576100 118.206767
0 8 32.065873 63.520428
1 11 39.466468 58.461790
1 8 17.417662 94.338755
1 5 19.819254 32.190057
1 4 27.519028 141.036006
1 3 10.109863 41.756714
2 4 46.810692 41.274463
3 7 48.492834 17.929434
6 10 31.279770 48.553918
7 9 34.153073 63.118615
9 10 35.240167 14.216666
