14 16 9061 633 20
12 12 49.486412
25 65 0.101621
32 54 32.499860
42 97 15.707684
71 86 44.967300
83 71 21.268898
52 2 18.450555
63 71 43.170754
35 97 46.569322
54 84 42.478644
85 90 16.640714
20 37 45.363887
87 86 42.183182
18 36 27.091612
0 13 29.013263 47.965461
0 2 15.726601 89.820251
1 9 27.977754 60.106109
1 4 9.192067 84.680023
2 11 27.194092 31.196788
2 10 15.897006 118.123221
2 3 27.304368 72.953234
4 12 43.001604 20.387725
4 5 13.198052 22.009635
5 6 39.788651 140.853826
7 12 38.070525 44.663713
7 11 47.356291 66.940909
7 9 7.626872 25.690748
8 12 47.881993 95.495846
8 10 32.018117 53.507549
10 12 49.935202 6.705843
