12 13 17725 284 20
63 85 45.390191
89 66 32.270726
57 26 14.840507
63 41 23.671044
42 11 19.588812
72 60 23.590826
19 21 44.345742
67 52 35.020950
21 55 9.141286
12 47 31.190278
8 53 44.113210
52 75 8.843289
0 11 31.618237 25.312771
0 10 44.053956 69.459497
0 8 49.264828 93.877027
1 11 30.735212 63.455624
1 8 34.854732 119.357707
1 5 45.690804 19.064877
1 4 3.279753 101.870644
1 3 46.363245 46.214133
2 4 17.891695 32.630203
3 7 22.300318 22.026668
6 10 8.933771 33.947768
7 9 19.751232 106.003834
9 10 40.317105 11.901867
