12 13 27861 740 20
63 85 43.410768
89 66 28.025274
57 26 4.367238
63 41 32.283866
42 11 34.225744
72 60 47.101744
19 21 36.593476
67 52 40.743630
21 55 3.734524
12 47 9.598787
8 53 22.421372
52 75 15.415810
0 11 39.704246 25.940347
0 10 15.233074 118.876792
0 8 18.885215 70.506486
1 11 47.284543 54.509572
1 8 31.776054 83.480452
1 5 23.237386 34.840357
1 4 45.523271 136.114060
1 3 38.511931 64.339222
2 4 27.859505 29.938523
3 7 13.976544 15.104719
6 10 18.891398 37.820414
7 9 40.110523 106.323098
9 10 32.853885 9.517666
