13 17 21648 3011 20
93 57 15.775814
41 71 44.106902
57 70 30.249225
91 58 25.435906
54 58 30.255153
38 57 35.613319
91 9 36.371558
79 51 42.337264
5 54 9.138266
16 79 18.562226
49 93 42.147392
37 14 19.566019
82 11 40.354443
0 12 35.290300 90.070896
0 5 6.694098 59.121978
0 3 46.028927 3.397486
0 2 2.940124 39.291147
0 1 13.428996 80.347059
1 10 6.757671 37.676510
1 3 44.575030 78.632391
3 7 23.902403 22.734332
3 6 33.080554 57.607669
4 9 2.890238 77.870442
4 7 15.114122 32.882734
5 7 48.943098 68.905410
6 12 25.482655 9.493490
7 10 20.047906 59.956174
8 9 27.647383 36.943590
9 10 12.848582 43.304735
11 12 14.149602 56.769650
