14 16 34289 559 20
12 12 6.999024
25 65 5.990929
32 54 38.308366
42 97 19.968722
71 86 24.008005
83 71 14.782094
52 2 17.742189
63 71 41.988049
35 97 41.654841
54 84 31.153741
85 90 25.217001
20 37 3.102092
87 86 46.755051
18 36 14.393581
0 13 5.594475 35.145394
0 2 15.000324 67.010622
1 9 48.299807 66.510143
1 4 9.468810 98.216855
2 11 39.013768 27.887367
2 10 42.766587 76.916687
2 3 32.278143 61.564689
4 12 7.873288 24.643274
4 5 34.009256 25.117454
5 6 3.686487 96.618772
7 12 37.872222 30.553633
7 11 21.720167 75.066050
7 9 10.123422 25.254035
8 12 5.077271 56.205736
8 10 49.628959 63.842118
10 12 34.258932 6.213662
