12 13 10069 548 20
63 85 5.222900
89 66 7.826940
57 26 45.836185
63 41 10.575808
42 11 35.464475
72 60 37.115624
19 21 20.679506
67 52 47.618300
21 55 5.629803
12 47 24.925276
8 53 39.475419
52 75 33.793573
0 11 48.260423 28.196610
0 10 20.100050 104.909015
0 8 30.858757 92.156294
1 11 0.948184 48.041899
1 8 26.122973 94.385167
1 5 44.921219 35.082142
1 4 39.264024 76.320699
1 3 14.888433 54.238548
2 4 0.400301 26.423038
3 7 17.502598 23.047416
6 10 44.289865 39.405691
7 9 43.691716 86.240418
9 10 48.757912 11.740467
