13 17 10778 295 20
93 57 46.539297
41 71 24.590921
57 70 35.356466
91 58 17.244104
54 58 1.705687
38 57 2.411722
91 9 27.365870
79 51 23.121191
5 54 37.292893
16 79 37.635156
49 93 23.359653
37 14 22.445017
82 11 10.605718
0 12 7.971621 85.416184
0 5 40.251123 73.216075
0 3 25.895800 3.970572
0 2 40.333538 55.185771
0 1 36.902403 97.880206
1 10 24.530426 37.137201
1 3 31.230816 100.969384
3 7 31.887523 18.886217
3 6 15.042286 71.312382
4 9 47.358658 68.100497
4 7 45.670925 26.168554
5 7 2.810474 82.097988
6 12 22.185536 13.467320
7 10 10.671951 93.011816
8 9 12.548384 52.192516
9 10 35.842991 51.101664
11 12 37.837737 63.608888
