12 13 36082 1325 20
63 85 10.976083
89 66 21.614263
57 26 49.525371
63 41 43.921962
42 11 8.662013
72 60 47.427239
19 21 41.151103
67 52 35.304633
21 55 29.034870
12 47 14.054339
8 53 11.308557
52 75 42.726113
0 11 49.248998 26.258994
0 10 28.497606 107.162413
0 8 25.873741 52.162799
1 11 24.302862 60.655561
1 8 23.630408 121.869395
1 5 38.757965 35.632323
1 4 17.538139 102.284407
1 3 25.991480 58.939696
2 4 38.451629 40.099148
3 7 5.490680 20.580250
6 10 37.439842 40.650011
7 9 18.727905 109.804853
9 10 40.563746 12.239704
