13 17 30186 1103 20
93 57 42.337652
41 71 41.061296
57 70 9.587804
91 58 2.627202
54 58 36.381124
38 57 29.239011
91 9 6.609431
79 51 34.258445
5 54 10.980949
16 79 17.509063
49 93 16.368456
37 14 14.868640
82 11 10.087265
0 12 27.930044 67.656845
0 5 12.406775 77.581423
0 3 30.533444 2.627632
0 2 46.344561 45.426083
0 1 6.672886 104.892566
1 10 47.477283 24.493095
1 3 9.733841 67.923633
3 7 26.128431 14.167938
3 6 17.020177 57.871668
4 9 0.114019 59.451273
4 7 21.093285 39.777177
5 7 5.846992 71.681463
6 12 20.753588 14.327673
7 10 45.211779 68.985082
8 9 31.696581 47.591289
9 10 8.645543 39.645982
11 12 25.827610 53.783083
