14 16 31738 924 20
12 12 44.358108
25 65 42.338954
32 54 31.228596
42 97 16.354806
71 86 2.009570
83 71 3.856176
52 2 45.396215
63 71 42.366448
35 97 0.472575
54 84 42.122266
85 90 10.122326
20 37 24.491380
87 86 38.456057
18 36 31.770004
0 13 44.324489 31.884766
0 2 34.858282 52.626032
1 9 28.204969 53.120241
1 4 4.054497 63.398349
2 11 37.518774 21.083516
2 10 10.262894 92.313270
2 3 44.756085 88.073674
4 12 21.713460 30.280681
4 5 38.985235 25.014004
5 6 46.337447 96.903491
7 12 16.061984 31.324614
7 11 0.736256 55.030160
7 9 0.666198 18.476692
8 12 18.550757 98.709963
8 10 31.314579 75.890549
10 12 39.600842 4.500826
