13 17 12577 945 20
93 57 12.949958
41 71 45.922995
57 70 22.524820
91 58 49.066336
54 58 40.249762
38 57 26.796426
91 9 11.810293
79 51 4.182418
5 54 21.537961
16 79 43.767597
49 93 20.508869
37 14 28.061014
82 11 42.061671
0 12 13.203718 63.478226
0 5 3.177110 71.798312
0 3 4.778870 3.345858
0 2 42.893626 60.538027
0 1 18.634378 106.118938
1 10 22.860292 36.761968
1 3 45.002525 94.374182
3 7 13.580447 14.799739
3 6 23.057503 78.908992
4 9 26.442375 66.453779
4 7 25.596741 49.629228
5 7 22.378748 55.270039
6 12 20.874555 16.117061
7 10 31.174631 96.948249
8 9 21.977723 49.919110
9 10 8.489492 52.505883
11 12 38.507495 76.833471
