14 16 22549 548 20
12 12 41.118878
25 65 49.396266
32 54 38.914123
42 97 31.059960
71 86 20.117607
83 71 32.101224
52 2 3.140120
63 71 16.164658
35 97 20.296797
54 84 41.471491
85 90 2.360328
20 37 17.635683
87 86 27.781078
18 36 37.760656
0 13 15.283480 27.795728
0 2 22.446469 88.263544
1 9 11.692402 51.097442
1 4 3.712963 85.259090
2 11 25.940221 36.989910
2 10 48.067636 69.621825
2 3 19.936490 44.809478
4 12 12.565482 27.272600
4 5 26.345752 20.553219
5 6 42.412014 93.740568
7 12 32.079355 32.493865
7 11 10.545833 81.693155
7 9 44.810035 31.067485
8 12 0.604341 55.295174
8 10 29.798401 63.054717
10 12 18.624503 7.903606
