14 16 10214 380 20
12 12 34.117281
25 65 14.972911
32 54 40.769825
42 97 43.405858
71 86 8.345977
83 71 33.963378
52 2 49.619935
63 71 26.956037
35 97 48.685079
54 84 27.871335
85 90 12.384615
20 37 19.884972
87 86 41.163462
18 36 6.884129
0 13 28.690430 33.909901
0 2 40.894561 71.757010
1 9 17.554318 50.865602
1 4 10.619297 73.972287
2 11 23.062163 32.218810
2 10 22.798054 72.098054
2 3 13.448446 51.375178
4 12 26.459997 20.132037
4 5 47.029896 21.319034
5 6 46.261055 138.326841
7 12 49.778886 51.190152
7 11 40.055689 87.954667
7 9 28.909512 24.265713
8 12 39.119538 72.207417
8 10 9.090486 99.757971
10 12 17.330809 8.586829
