12 13 23124 322 20
63 85 47.614781
89 66 31.751399
57 26 18.840309
63 41 24.444318
42 11 11.439340
72 60 17.982803
19 21 32.876897
67 52 5.803407
21 55 47.084278
12 47 15.695320
8 53 41.164629
52 75 17.644180
0 11 45.291854 15.535657
0 10 27.859033 75.043203
0 8 16.418992 62.365403
1 11 25.971809 51.002434
1 8 11.354701 109.367008
1 5 39.291362 31.805300
1 4 47.327789 73.668009
1 3 21.702235 60.124905
2 4 39.033053 39.039374
3 7 39.631468 15.710556
6 10 35.952478 47.903872
7 9 32.223792 70.774019
9 10 46.952684 7.778657
