14 16 3259 488 20
12 12 17.917178
25 65 36.696138
32 54 19.131290
42 97 9.634813
71 86 31.892697
83 71 23.135547
52 2 25.793990
63 71 5.264279
35 97 47.348825
54 84 1.808253
85 90 29.390578
20 37 38.938753
87 86 25.929442
18 36 46.468156
0 13 10.560288 28.821653
0 2 10.999864 62.262551
1 9 2.459336 62.455790
1 4 1.006671 93.729356
2 11 44.309246 22.009032
2 10 30.539807 101.976531
2 3 48.004423 61.622184
4 12 38.091196 19.542267
4 5 28.986762 32.413695
5 6 3.500767 113.144116
7 12 6.680030 50.163256
7 11 14.415565 84.020806
7 9 23.985140 19.588510
8 12 41.334887 70.396884
8 10 42.153261 63.537554
10 12 21.176206 7.853343
