12 13 33100 2261 20
63 85 17.238798
89 66 20.878428
57 26 12.853060
63 41 41.872141
42 11 15.387076
72 60 1.410427
19 21 30.544608
67 52 12.694816
21 55 28.327421
12 47 14.927044
8 53 40.299153
52 75 14.973033
0 11 44.487055 15.589397
0 10 23.328514 86.280395
0 8 24.589464 90.427771
1 11 0.870450 39.720512
1 8 16.843393 115.463720
1 5 36.505838 23.556030
1 4 39.955451 86.549508
1 3 4.933638 45.290221
2 4 11.579627 37.400286
3 7 5.392117 13.661064
6 10 21.210233 55.804064
7 9 47.845131 107.431884
9 10 27.808866 10.473500
