13 17 19485 480 20
93 57 24.684770
41 71 40.102589
57 70 19.385493
91 58 36.973771
54 58 14.565745
38 57 1.915199
91 9 21.267402
79 51 2.696718
5 54 6.992257
16 79 41.682409
49 93 18.704594
37 14 13.526891
82 11 11.019335
0 12 44.412444 49.972914
0 5 4.615231 78.515903
0 3 14.507821 3.428723
0 2 7.761872 41.846686
0 1 23.739378 92.191533
1 10 1.374141 35.439542
1 3 21.233716 85.742666
3 7 13.869600 14.335647
3 6 38.360338 97.026208
4 9 39.108924 76.894570
4 7 25.528141 29.983379
5 7 9.661030 44.482022
6 12 6.371387 17.848216
7 10 38.477952 68.804791
8 9 30.180178 41.011006
9 10 27.904895 71.333380
11 12 20.875381 67.282379
