14 16 1396 1139 20
12 12 33.572205
25 65 30.562022
32 54 37.067095
42 97 44.873562
71 86 44.755392
83 71 17.936715
52 2 23.551639
63 71 26.903901
35 97 9.999851
54 84 12.714117
85 90 46.604062
20 37 33.882855
87 86 3.990105
18 36 17.164204
0 13 45.810356 47.758127
0 2 29.716855 92.319933
1 9 35.296743 35.078416
1 4 46.120067 93.492438
2 11 34.023410 23.987317
2 10 10.755340 117.971534
2 3 38.934196 50.748387
4 12 43.485854 24.593399
4 5 10.426578 20.824873
5 6 41.272075 112.025405
7 12 18.803268 31.302029
7 11 28.851779 64.914008
7 9 19.208642 30.265264
8 12 42.311231 97.335883
8 10 45.556002 53.609268
10 12 49.616890 5.319645
