12 13 25443 1428 20
63 85 29.911668
89 66 17.395944
57 26 27.859267
63 41 9.091579
42 11 31.683406
72 60 46.061286
19 21 9.570136
67 52 46.873557
21 55 2.474013
12 47 45.530003
8 53 20.065075
52 75 25.712816
0 11 12.742437 26.711842
0 10 33.507932 95.818230
0 8 35.472664 57.549840
1 11 39.431858 69.005361
1 8 11.452381 98.936356
1 5 2.376140 19.547820
1 4 11.598689 118.213073
1 3 27.064591 71.240449
2 4 21.304088 22.440194
3 7 32.803712 20.472428
6 10 15.313144 60.028365
7 9 20.383438 101.501666
9 10 1.465427 8.851546
