14 16 26153 978 20
12 12 25.644508
25 65 45.254304
32 54 0.426916
42 97 17.857415
71 86 45.760450
83 71 46.398104
52 2 14.155162
63 71 35.440770
35 97 24.710400
54 84 47.217622
85 90 31.287458
20 37 23.825374
87 86 30.998555
18 36 27.634045
0 13 13.737138 36.515510
0 2 10.878837 85.889348
1 9 9.109998 67.750307
1 4 28.295369 91.596857
2 11 23.957650 28.633818
2 10 3.062139 84.727573
2 3 1.694193 61.138517
4 12 18.997434 17.853680
4 5 31.437258 27.129108
5 6 21.041163 97.205043
7 12 10.012187 56.204644
7 11 13.449835 73.937554
7 9 42.149668 30.184875
8 12 26.740416 64.490391
8 10 41.666012 66.618460
10 12 39.777643 4.863400
