12 13 2677 624 20
63 85 13.086889
89 66 9.587987
57 26 45.851680
63 41 25.072243
42 11 38.288844
72 60 5.981400
19 21 19.406157
67 52 25.295975
21 55 45.450371
12 47 31.335201
8 53 34.558887
52 75 23.715993
0 11 23.968253 14.924749
0 10 2.798724 78.590243
0 8 38.254007 59.163705
1 11 19.292054 57.953065
1 8 0.889277 96.690667
1 5 21.241786 31.519375
1 4 17.267383 137.833458
1 3 13.932120 65.724217
2 4 17.535695 39.021995
3 7 5.062614 22.070385
6 10 40.131690 52.193989
7 9 15.412526 88.511843
9 10 49.541014 13.861627
