14 16 35609 782 20
12 12 24.500408
25 65 0.775094
32 54 17.148645
42 97 17.465660
71 86 13.116006
83 71 47.276298
52 2 6.392330
63 71 18.857557
35 97 20.158452
54 84 0.577855
85 90 28.815290
20 37 5.769309
87 86 31.758967
18 36 49.594848
0 13 45.556243 25.559328
0 2 14.374437 46.986360
1 9 33.975501 57.514243
1 4 46.545028 90.982771
2 11 9.376413 30.500303
2 10 48.756195 111.326225
2 3 9.017634 67.091230
4 12 25.176148 21.017818
4 5 40.181090 32.122407
5 6 0.759930 114.904967
7 12 39.067248 32.630302
7 11 14.039080 107.482764
7 9 18.194679 18.317431
8 12 36.740095 68.688745
8 10 46.375902 74.685318
10 12 25.622718 7.722032
