13 17 12860 534 20
93 57 15.084239
41 71 17.745036
57 70 42.095884
91 58 0.813019
54 58 30.025206
38 57 46.925617
91 9 22.492837
79 51 12.242831
5 54 14.947943
16 79 34.304208
49 93 3.559144
37 14 26.463224
82 11 23.796346
0 12 37.746001 82.898306
0 5 19.264228 72.487265
0 3 18.568983 3.800943
0 2 23.291689 59.555309
0 1 23.558030 79.023690
1 10 8.373232 24.018342
1 3 12.663653 99.568663
3 7 11.016022 18.692300
3 6 1.484074 96.046723
4 9 15.751897 66.080272
4 7 26.913280 48.589540
5 7 40.505575 79.373739
6 12 8.019933 18.329582
7 10 33.710325 57.243504
8 9 31.916742 33.638188
9 10 49.215102 41.228714
11 12 23.404185 62.835639
