13 17 44437 1093 20
93 57 42.618811
41 71 40.371037
57 70 13.026849
91 58 49.612937
54 58 30.548969
38 57 39.998308
91 9 41.269181
79 51 45.243899
5 54 22.592064
16 79 42.351731
49 93 14.328370
37 14 31.613347
82 11 29.276592
0 12 39.802253 91.335418
0 5 22.003681 82.388291
0 3 18.160908 4.281942
0 2 42.094860 60.459622
0 1 21.073336 101.013803
1 10 35.370969 43.748239
1 3 48.994882 67.735684
3 7 30.453165 14.263452
3 6 17.564957 53.380938
4 9 44.841383 63.450715
4 7 22.684912 41.845699
5 7 20.590113 62.478546
6 12 20.634251 11.792552
7 10 6.305825 96.190008
8 9 24.795524 46.411682
9 10 31.517946 61.357281
11 12 10.480864 58.267051
